城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,大宁核区域，地铁口，医院旁，总价低，精装修,https://sh.lianjia.com/ershoufang/107106980206.html,1室1厅,30.43平米,西,低楼层(共6层),精装,延长中路451弄,大宁, 253万,"83,142元/平",1987年建,2个月以前发布,24人关注,板楼、近地铁、VR看装修、房本满两年
上海,韩式浪漫，观车水马龙，品悠闲下午香茶。,https://sh.lianjia.com/ershoufang/107106785794.html,1室1厅,43.05平米,东 西南,高楼层(共6层),简装,上大东村,大宁, 270万,"62,718元/平",1993年建,3个月以前发布,6人关注,板楼、近地铁、VR看装修
上海,在大宁，您可以拎包入住的梦中情房,https://sh.lianjia.com/ershoufang/107106569481.html,1室1厅,32.81平米,南,中楼层(共5层),精装,共和新路2169弄,大宁, 270万,"82,292元/平",1978年建,4个月以前发布,8人关注,板楼、近地铁、VR看装修
上海,延长中路451弄 2室0厅 北,https://sh.lianjia.com/ershoufang/107106859980.html,2室0厅,38.93平米,北,高楼层(共6层),简装,延长中路451弄,大宁, 380万,"97,612元/平",1987年建,3个月以前发布,2人关注,板楼、近地铁、VR看装修
上海,税费少，户型方正，视野开阔，采光充足，配套齐全。,https://sh.lianjia.com/ershoufang/107106975645.html,2室1厅,59.83平米,南,高楼层(共6层),精装,上大东村,大宁, 450万,"75,214元/平",1987年建,2个月以前发布,2人关注,板楼、近地铁、VR看装修
上海,售后公房 南北通两房 边套全明,https://sh.lianjia.com/ershoufang/107107324051.html,2室0厅,47.65平米,南 北,中楼层(共6层),简装,中山北路805弄,大宁, 375万,"78,699元/平",1988年建,1个月以前发布,9人关注,板楼、近地铁、VR看装修
上海,运营总推荐！采光好，视野佳，居家好房,https://sh.lianjia.com/ershoufang/107106926952.html,1室1厅,32.93平米,西南,中楼层(共6层),简装,谈家桥路80弄,大宁, 238万,"72,275元/平",1986年建,2个月以前发布,6人关注,板楼、VR看装修
上海,2014年第四代动迁房 免征增值税，双南户型 车位充足,https://sh.lianjia.com/ershoufang/107107096565.html,2室2厅,80.44平米,南,低楼层(共24层),简装,粤秀名邸,大宁, 627万,"77,947元/平",2014年建,2个月以前发布,17人关注,板楼、VR房源
上海,售后公房！中间楼层！双南！精装拎包入住!,https://sh.lianjia.com/ershoufang/107107356797.html,2室1厅,55.41平米,南 北,中楼层(共6层),精装,谈家桥路163弄,大宁, 408万,"73,633元/平",1991年建,31天以前发布,7人关注,板楼、VR看装修
上海,南北通风全明户型，精装修两房，非顶楼，看房方便,https://sh.lianjia.com/ershoufang/107107051110.html,2室0厅,50.8平米,南,高楼层(共6层),精装,延长小区(闸北),大宁, 449万,"88,386元/平",1980年建,2个月以前发布,2人关注,板楼、近地铁、VR看装修
上海,新出 朝南一房 便宜的价格 诚意的态度 欢迎实地看房,https://sh.lianjia.com/ershoufang/107106009284.html,1室1厅,58.95平米,南 北,低楼层(共28层),精装,粤秀名邸,大宁, 470万,"79,729元/平",2014年建,8个月以前发布,31人关注,板楼、VR看装修
上海,内环边烫金地段！甄选好房！精装修次顶楼~急售价可谈,https://sh.lianjia.com/ershoufang/107106555844.html,1室0厅,29.68平米,南,6层,精装,洛川中路901弄,大宁, 273万,"91,982元/平",1985年建,4个月以前发布,10人关注,板楼、近地铁、VR房源
上海,快乐家苑 3室2厅 南,https://sh.lianjia.com/ershoufang/107106656306.html,3室2厅,124.37平米,南,20层,简装,快乐家苑,大宁, 990万,"79,602元/平",1999年建,4个月以前发布,0人关注,塔楼、近地铁、VR房源、房本满五年
上海,延长中路451弄，近地铁商场，全明户型采光好,https://sh.lianjia.com/ershoufang/107107507628.html,2室1厅,53.21平米,南 北,高楼层(共6层),简装,延长中路451弄,大宁, 460万,"86,450元/平",1987年建,10天以前发布,0人关注,板楼、近地铁、VR房源、房本满五年
上海,宝华现代城 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107107558024.html,2室2厅,100.06平米,南 北,中楼层(共27层),精装,宝华现代城,大宁, 1290万,"128,923元/平",2008年建,3天以前发布,1人关注,板楼、近地铁、VR房源、房本满两年
上海,精装带地暖 大宁 少有的一楼复地下室 人车分流的小区,https://sh.lianjia.com/ershoufang/107106235082.html,8室2厅,356.18平米,南,6层,精装,大宁瑞仕花园,大宁, 3650万,"102,477元/平",2013年建,6个月以前发布,6人关注,板楼、近地铁、房本满五年
上海,总监力荐＋高素质业主＋闸实性价王＋产权清晰透明,https://sh.lianjia.com/ershoufang/107105345972.html,2室2厅,119.06平米,南,低楼层(共18层),精装,歌林春天馨园,大宁, 1118万,"93,903元/平",2005年建,一年前发布,29人关注,板楼、房本满五年
上海,业主急售急售+精装修＋近地铁1号线,https://sh.lianjia.com/ershoufang/107106895012.html,1室2厅,39.64平米,南,低楼层(共6层),精装,中山北路805弄,大宁, 335万,"84,511元/平",1984年建,3个月以前发布,17人关注,板楼、VR看装修、房本满五年
上海,品质小区+低层三房+全明户型+业主诚意,https://sh.lianjia.com/ershoufang/107107274596.html,3室2厅,113.13平米,南,低楼层(共11层),简装,歌林春天馨园,大宁, 1130万,"99,886元/平",2003年建,1个月以前发布,0人关注,板楼、房本满两年
上海,宁和小区花园位置楼间距宽广南北两房税费少,https://sh.lianjia.com/ershoufang/107107473803.html,2室1厅,55.46平米,南 北,中楼层(共6层),简装,宁和小区,大宁, 528万,"95,204元/平",1993年建,15天以前发布,0人关注,板楼、近地铁、房本满五年
上海,静安大宁 中层精装修 安静位置 全明采光好 满5,https://sh.lianjia.com/ershoufang/107107515797.html,1室1厅,34.62平米,南,中楼层(共6层),精装,延长小区(闸北),大宁, 315万,"90,988元/平",1981年建,9天以前发布,3人关注,板楼、近地铁、房本满五年
上海,慧芝湖花园（三期） 2室1厅 南,https://sh.lianjia.com/ershoufang/107107557011.html,2室1厅,78.68平米,南,高楼层(共25层),精装,慧芝湖花园（三期）,大宁, 975万,"123,920元/平",2012年建,3天以前发布,0人关注,塔楼、近地铁
上海,交通便利，温馨小家，配套齐全拎包入住。,https://sh.lianjia.com/ershoufang/107107174377.html,1室1厅,32.08平米,南,中楼层(共5层),精装,四方小区,大宁, 240万,"74,813元/平",1976年建,1个月以前发布,2人关注,板楼、近地铁、房本满五年
上海,静安府东区 3室2厅 南 北,https://sh.lianjia.com/ershoufang/107107317509.html,3室2厅,117.5平米,南 北,中楼层(共26层) ,精装,静安府东区,大宁, 1595万,"135,745元/平",,1个月以前发布,1人关注,板楼、近地铁、房本满五年
上海,东边套全明两房+随便停车+绿化品质好,https://sh.lianjia.com/ershoufang/107107361833.html,2室2厅,106.93平米,南 北,低楼层(共26层),简装,盛源家豪城,大宁, 1050万,"98,196元/平",2008年建,30天以前发布,1人关注,板楼、房本满五年
上海,延铁家园 2室2厅 南,https://sh.lianjia.com/ershoufang/107107375841.html,2室2厅,105.43平米,南,11层,简装,延铁家园,大宁, 1100万,"104,335元/平",2004年建,28天以前发布,0人关注,板楼、近地铁、房本满五年
上海,二期 方正阳台 格局好  视野好  满五,https://sh.lianjia.com/ershoufang/107107464301.html,2室2厅,89.17平米,南,低楼层(共24层),精装,慧芝湖花园（一二期）,大宁, 1100万,"123,360元/平",2009年建,16天以前发布,1人关注,板楼、房本满五年
上海,广茂苑 2室1厅 南 北,https://sh.lianjia.com/ershoufang/107106969255.html,2室1厅,75.8平米,南 北,高楼层(共6层),简装,广茂苑,大宁, 606万,"79,948元/平",1998年建,2个月以前发布,2人关注,板楼、房本满五年
上海,金纺小区 3室2厅 南 北,https://sh.lianjia.com/ershoufang/107105528083.html,3室2厅,131.04平米,南 北,中楼层(共25层),精装,金纺小区,大宁, 950万,"72,497元/平",1998年建,11个月以前发布,0人关注,塔楼、房本满五年
上海,小区闹中取静，拥有地下2层车库，车位充足不拥挤,https://sh.lianjia.com/ershoufang/107105320904.html,1室2厅,74.28平米,南,低楼层(共26层),精装,盛源家豪城,大宁, 700万,"94,239元/平",2008年建,一年前发布,111人关注,板楼、近地铁、房本满五年
上海,静安大宁1号地铁，08年小区双南两卫双阳台，闹中取静,https://sh.lianjia.com/ershoufang/107107215789.html,2室2厅,106.56平米,南,高楼层(共24层),精装,新弘国际公寓,大宁, 1099万,"103,135元/平",2008年建,1个月以前发布,3人关注,板楼、近地铁、房本满五年
上海,5.4米不限售，静安大宁公园旁、1号线地铁,https://sh.lianjia.com/ershoufang/107107051943.html,2室1厅,56.35平米,西,低楼层(共14层),简装,泛欧现代大厦,大宁, 335万,"59,450元/平",2006年建,2个月以前发布,4人关注,塔楼、近地铁、房本满五年
上海,建银曙光小区 2室1厅 南,https://sh.lianjia.com/ershoufang/107106791683.html,2室1厅,98.12平米,南,低楼层(共20层),精装,建银曙光小区,大宁, 843万,"85,916元/平",1996年建,3个月以前发布,1人关注,塔楼、近地铁、房本满五年
上海,共和新路1869弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107106991567.html,1室1厅,34.47平米,南,高楼层(共6层),精装,共和新路1869弄,大宁, 305万,"88,483元/平",1978年建,2个月以前发布,0人关注,板楼、近地铁、房本满五年
上海,新上，宝华现代城，中高区，大宁没有比这更好的四房了,https://sh.lianjia.com/ershoufang/107106828999.html,4室2厅,190.68平米,南 北,中楼层(共30层),精装,宝华现代城,大宁, 2500万,"131,110元/平",2008年建,3个月以前发布,6人关注,板楼、近地铁、房本满五年
上海,欣武大厦 2室2厅 南,https://sh.lianjia.com/ershoufang/107107014771.html,2室2厅,101.17平米,南,高楼层(共20层),简装,欣武大厦,大宁, 800万,"79,075元/平",2000年建,2个月以前发布,0人关注,塔楼、近地铁、房本满五年
上海,大宁板块KING地段，抬脚就是商场+地铁+医院+公园,https://sh.lianjia.com/ershoufang/107106854482.html,1室1厅,27.85平米,南,高楼层(共6层),简装,上工新村,大宁, 239万,"85,817元/平",1982年建,3个月以前发布,2人关注,板楼、近地铁、房本满五年
上海,经典一室户，户型方正，精装修，价格低,https://sh.lianjia.com/ershoufang/107106551468.html,1室1厅,63.38平米,南,低楼层(共28层),精装,宝华现代城,大宁, 749万,"118,177元/平",2008年建,4个月以前发布,13人关注,板楼、近地铁、房本满五年
上海,聆听天空之音，享尽空中阁楼，欣赏公园美景，成就大家,https://sh.lianjia.com/ershoufang/107106555403.html,5室3厅,219.25平米,南 北,高楼层(共11层),精装,望景苑,大宁, 1950万,"88,940元/平",2002年建,4个月以前发布,4人关注,板楼、房本满五年
上海,慧芝湖二期钻石位置 2梯2户80米宽楼距可看湖风拂柳,https://sh.lianjia.com/ershoufang/107106587119.html,3室2厅,163.62平米,南 西 北,低楼层(共28层),精装,慧芝湖花园（一二期）,大宁, 1950万,"119,179元/平",2009年建,4个月以前发布,2人关注,板楼、近地铁、房本满两年
上海,柳营路1025弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107106807608.html,1室1厅,38.6平米,南,高楼层(共6层),精装,柳营路1025弄,大宁, 295万,"76,425元/平",1987年建,3个月以前发布,2人关注,板楼、房本满两年
上海,业主可以承担部分税费，地铁就在旁边，全明户型,https://sh.lianjia.com/ershoufang/107106291987.html,3室1厅,102.68平米,南,24层,简装,普善新苑,大宁, 760万,"74,017元/平",1999年建,6个月以前发布,10人关注,塔楼、房本满五年
上海,【二手买进500万满五年V一】新【诚意出售绿化50%】,https://sh.lianjia.com/ershoufang/107106723397.html,2室2厅,100.52平米,南 北,低楼层(共26层),简装,宝华现代城,大宁, 1100万,"109,431元/平",2008年建,3个月以前发布,12人关注,板楼、近地铁、房本满五年
上海,小区幽静+满五年税费少+有车位+采光视野赞,https://sh.lianjia.com/ershoufang/107107042325.html,3室2厅,114.56平米,南,高楼层(共17层),简装,悠和家园,大宁, 1250万,"109,114元/平",2006年建,2个月以前发布,5人关注,板楼、近地铁、房本满五年
上海,明园森林都市滴翠苑 4室2厅 东 南,https://sh.lianjia.com/ershoufang/107107189887.html,4室2厅,126.05平米,东 南,高楼层(共34层),简装,明园森林都市滴翠苑,大宁, 1498万,"118,842元/平",2007年建,1个月以前发布,0人关注,塔楼、房本满五年
上海,金茂府新出科技住宅管家服务大三房业主急售,https://sh.lianjia.com/ershoufang/107106995657.html,3室2厅,157.8平米,南 北,低楼层(共22层),精装,大宁金茂府,大宁, 2600万,"164,766元/平",2016年建,2个月以前发布,8人关注,板楼、近地铁、房本满五年
上海,中山北路805+地铁直达+紧凑三房户型+业主诚意,https://sh.lianjia.com/ershoufang/107107232527.html,3室0厅,67.64平米,南,高楼层(共6层),简装,中山北路805弄,大宁, 506万,"74,808元/平",1984年建,1个月以前发布,6人关注,板楼
上海,次新房+低密度小区+税费少+一梯两户+电梯房,https://sh.lianjia.com/ershoufang/107107056623.html,2室1厅,89.18平米,南,低楼层(共14层),简装,和源祥邸珑庭,大宁, 940万,"105,405元/平",2011年建,2个月以前发布,4人关注,板楼
上海,47.77平，延长小区三房--三房！租金*报率高！,https://sh.lianjia.com/ershoufang/107105965432.html,3室1厅,47.77平米,南,低楼层(共6层),简装,延长小区(闸北),大宁, 406万,"84,991元/平",1981年建,8个月以前发布,0人关注,板楼、近地铁、房本满五年
上海,大宁路660弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107107576742.html,1室1厅,61.25平米,南,高楼层(共12层),精装,大宁路660弄,大宁, 520万,"84,898元/平",1993年建,刚刚发布,0人关注,塔楼、近地铁、房本满五年、随时看房
上海,动迁少税+诚意出售+双南2房+户型方正,https://sh.lianjia.com/ershoufang/107107074321.html,2室2厅,81.84平米,南,低楼层(共28层),简装,粤秀名邸,大宁, 640万,"78,202元/平",2014年建,2个月以前发布,4人关注,塔楼
上海,粤秀苑 1室1厅 南,https://sh.lianjia.com/ershoufang/107107575829.html,1室1厅,41.11平米,南,高楼层(共6层),简装,粤秀苑,大宁, 368万,"89,516元/平",1996年建,刚刚发布,0人关注,板楼
